ID_PRODUTO,DATA_EVENTO,PRECO,FLAG_PROMOCAO,FERIADO,QUANTIDADE_ESTOQUE,QUANTIDADE_VENDIDA
101,2023-03-18,1201.52,0,0,37,3
101,2023-03-19,1283.55,0,0,31,6
101,2023-03-20,1117.47,0,0,24,7
101,2023-03-21,1246.71,0,0,77,10
101,2023-03-22,1089.06,1,0,72,5
101,2023-03-23,1217.23,0,0,70,2
101,2023-03-24,1177.82,0,0,67,3
101,2023-03-25,991.5,1,0,65,2
101,2023-03-26,1286.11,0,0,58,7
101,2023-03-27,1026.84,1,0,43,15
101,2023-03-28,1210.74,0,0,38,5
101,2023-03-29,1123.22,0,0,36,2
101,2023-03-30,1291.75,0,0,30,6
101,2023-03-31,1143.08,0,0,22,8
101,2023-04-01,1142.03,0,0,65,7
101,2023-04-02,1146.4,0,0,59,6
101,2023-04-03,1153.85,0,0,58,1
101,2023-04-04,1127.95,0,0,56,2
101,2023-04-05,1006.3,1,0,54,2
101,2023-04-06,1318.6,0,0,53,1
101,2023-04-07,1245.49,0,1,53,0
101,2023-04-08,1115.42,0,0,51,2
101,2023-04-09,1208.23,0,0,45,6
101,2023-04-10,1113.6,0,0,40,5
101,2023-04-11,1161.78,0,0,35,5
101,2023-04-12,1285.43,0,0,34,1
101,2023-04-13,1145.63,0,0,31,3
101,2023-04-14,1127.83,0,0,28,3
101,2023-04-15,980.33,1,0,81,20
101,2023-04-16,1249.48,0,0,79,2
101,2023-04-17,1138.09,0,0,78,1
101,2023-04-18,1318.42,0,0,68,10
101,2023-04-19,1311.89,0,0,61,7
101,2023-04-20,1158.44,0,0,43,18
101,2023-04-21,1106.53,0,1,43,0
101,2023-04-22,1137.4,0,0,38,5
101,2023-04-23,1309.09,0,0,37,1
101,2023-04-24,1285.02,0,0,34,3
101,2023-04-25,1319.02,0,0,28,6
101,2023-04-26,1274.25,0,0,118,9
101,2023-04-27,1144.28,0,0,116,2
101,2023-04-28,1235.38,0,0,111,5
101,2023-04-29,1285.82,0,0,104,7
101,2023-04-30,1165.96,0,0,99,5
101,2023-05-01,1280.54,0,1,98,1
101,2023-05-02,1109.95,0,0,93,5
101,2023-05-03,1310.77,0,0,92,1
101,2023-05-04,1160.24,0,0,88,4
101,2023-05-05,1152.23,0,0,84,4
101,2023-05-06,1167.57,0,0,78,6
101,2023-05-07,1211.52,0,0,72,6
101,2023-05-08,1243.09,0,0,64,8
101,2023-05-09,1124.99,0,0,55,9
101,2023-05-10,1194.57,0,0,45,10
101,2023-05-11,1216.69,0,0,44,1
101,2023-05-12,1303.58,0,0,42,2
101,2023-05-13,1278.47,0,0,32,10
101,2023-05-14,1084.17,0,0,23,9
101,2023-05-15,1093.89,0,0,104,5
101,2023-05-16,1241.52,0,0,103,1
101,2023-05-17,1170.25,0,0,99,4
101,2023-05-18,1084.31,0,0,98,1
101,2023-05-19,1100.23,1,0,86,12
101,2023-05-20,1095.17,0,0,79,7
101,2023-05-21,1233.7,0,0,77,2
101,2023-05-22,981.87,1,0,62,15
101,2023-05-23,1234.62,0,0,55,7
101,2023-05-24,1302.62,0,0,52,3
101,2023-05-25,1128.2,0,0,48,4
101,2023-05-26,1031.45,1,0,23,25
101,2023-05-27,1105.46,0,0,72,7
101,2023-05-28,1166.73,0,0,66,6
101,2023-05-29,1210.14,0,0,59,7
101,2023-05-30,1282.01,0,0,52,7
101,2023-05-31,1194.01,0,0,47,5
101,2023-06-01,1230.87,0,0,39,8
101,2023-06-02,1205.92,0,0,33,6
101,2023-06-03,1238.48,0,0,31,2
101,2023-06-04,1302.98,0,0,22,9
101,2023-06-05,1176.68,0,0,73,3
101,2023-06-06,1114.02,0,0,63,10
101,2023-06-07,977.0,1,0,46,17
101,2023-06-08,1245.89,0,0,38,8
101,2023-06-09,1209.06,0,0,29,9
101,2023-06-10,1092.71,0,0,27,2
101,2023-06-11,1317.6,0,0,24,3
101,2023-06-12,1154.69,0,0,22,2
101,2023-06-13,1190.78,0,0,102,8
101,2023-06-14,1151.63,0,0,101,1
101,2023-06-15,1155.08,0,0,92,9
101,2023-06-16,1085.97,0,0,83,9
101,2023-06-17,1192.94,0,0,73,10
101,2023-06-18,1159.31,0,0,65,8
101,2023-06-19,1205.62,0,0,61,4
101,2023-06-20,1291.92,0,0,59,2
101,2023-06-21,1129.0,0,0,55,4
101,2023-06-22,1092.52,0,0,51,4
101,2023-06-23,1113.05,0,0,44,7
101,2023-06-24,1159.19,0,0,39,5
101,2023-06-25,1178.43,0,0,29,10
101,2023-06-26,1311.96,0,0,23,6
101,2023-06-27,1075.03,1,0,72,15
101,2023-06-28,1195.47,0,0,70,2
101,2023-06-29,1083.54,0,0,61,9
101,2023-06-30,1263.57,0,0,53,8
101,2023-07-01,1317.0,0,0,46,7
101,2023-07-02,1080.51,0,0,41,5
101,2023-07-03,1225.81,0,0,34,7
101,2023-07-04,1080.63,0,0,25,9
101,2023-07-05,1205.87,0,0,93,10
101,2023-07-06,1274.78,0,0,84,9
101,2023-07-07,1273.03,0,0,79,5
101,2023-07-08,1251.74,0,0,76,3
101,2023-07-09,1119.01,1,0,71,5
101,2023-07-10,1136.18,0,0,65,6
101,2023-07-11,1124.68,0,0,57,8
101,2023-07-12,1170.06,0,0,48,9
101,2023-07-13,928.95,1,0,26,22
101,2023-07-14,1233.66,0,0,84,8
101,2023-07-15,1209.54,0,0,82,2
101,2023-07-16,1315.41,0,0,81,1
101,2023-07-17,1237.24,0,0,80,1
101,2023-07-18,1205.89,0,0,70,10
101,2023-07-19,1181.38,0,0,69,1
101,2023-07-20,1165.89,0,0,60,9
101,2023-07-21,1101.25,0,0,55,5
101,2023-07-22,1273.73,0,0,53,2
101,2023-07-23,1169.6,0,0,50,3
101,2023-07-24,1274.8,0,0,45,5
101,2023-07-25,1224.91,0,0,35,10
101,2023-07-26,1220.42,0,0,34,1
101,2023-07-27,1217.2,0,0,30,4
101,2023-07-28,1213.2,0,0,25,5
101,2023-07-29,1144.64,0,0,23,2
101,2023-07-30,1123.38,0,0,113,8
101,2023-07-31,1108.03,0,0,110,3
101,2023-08-01,1142.5,0,0,108,2
101,2023-08-02,1081.87,0,0,102,6
101,2023-08-03,1181.6,0,0,92,10
101,2023-08-04,1226.81,0,0,83,9
101,2023-08-05,1208.66,0,0,82,1
101,2023-08-06,1284.53,0,0,76,6
101,2023-08-07,1116.2,0,0,75,1
101,2023-08-08,1219.63,0,0,65,10
101,2023-08-09,1175.88,0,0,62,3
101,2023-08-10,1148.06,0,0,57,5
101,2023-08-11,1210.59,0,0,53,4
101,2023-08-12,1104.13,0,0,44,9
101,2023-08-13,1105.66,0,0,39,5
101,2023-08-14,1146.33,0,0,34,5
101,2023-08-15,1146.66,0,0,27,7
101,2023-08-16,1298.23,0,0,21,6
101,2023-08-17,1260.49,0,0,20,1
101,2023-08-18,1171.79,0,0,94,3
101,2023-08-19,1300.98,0,0,89,5
101,2023-08-20,1155.35,0,0,79,10
101,2023-08-21,1203.99,0,0,74,5
101,2023-08-22,1156.56,0,0,71,3
101,2023-08-23,1270.94,0,0,67,4
101,2023-08-24,1197.76,0,0,60,7
101,2023-08-25,1198.98,0,0,59,1
101,2023-08-26,1113.59,0,0,57,2
101,2023-08-27,1156.51,0,0,55,2
101,2023-08-28,1099.27,0,0,45,10
101,2023-08-29,1133.65,0,0,40,5
101,2023-08-30,1028.85,1,0,33,7
101,2023-08-31,1093.63,1,0,23,10
101,2023-09-01,1238.55,0,0,105,9
101,2023-09-02,1225.61,0,0,103,2
101,2023-09-03,1110.45,0,0,100,3
101,2023-09-04,1202.05,0,0,93,7
101,2023-09-05,1094.14,0,0,84,9
101,2023-09-06,1176.04,0,0,81,3
101,2023-09-07,1275.62,0,1,75,6
101,2023-09-08,1264.44,0,0,69,6
101,2023-09-09,1192.05,0,0,64,5
101,2023-09-10,1283.39,0,0,63,1
101,2023-09-11,1094.9,0,0,56,7
101,2023-09-12,1224.71,0,0,46,10
101,2023-09-13,1315.62,0,0,44,2
101,2023-09-14,1228.48,0,0,35,9
101,2023-09-15,1246.4,0,0,28,7
101,2023-09-16,1274.23,0,0,20,8
101,2023-09-17,1289.57,0,0,70,8
101,2023-09-18,1290.85,0,0,61,9
101,2023-09-19,1250.84,0,0,58,3
101,2023-09-20,1115.4,0,0,54,4
101,2023-09-21,1081.8,0,0,44,10
101,2023-09-22,1261.66,0,0,34,10
101,2023-09-23,1157.04,0,0,26,8
101,2023-09-24,1172.62,0,0,95,10
101,2023-09-25,1143.94,0,0,90,5
101,2023-09-26,1237.57,0,0,85,5
101,2023-09-27,1288.71,0,0,83,2
101,2023-09-28,1176.38,0,0,77,6
101,2023-09-29,1234.12,0,0,71,6
101,2023-09-30,1222.71,0,0,66,5
101,2023-10-01,1248.96,0,0,61,5
101,2023-10-02,1311.42,0,0,52,9
101,2023-10-03,1268.85,0,0,42,10
101,2023-10-04,1300.91,0,0,32,10
101,2023-10-05,1302.91,0,0,26,6
101,2023-10-06,1185.1,0,0,21,5
101,2023-10-07,1281.48,0,0,69,6
101,2023-10-08,1096.76,0,0,67,2
101,2023-10-09,1097.29,0,0,59,8
101,2023-10-10,1181.81,0,0,49,10
101,2023-10-11,1145.74,0,0,39,10
101,2023-10-12,1092.34,0,1,36,3
101,2023-10-13,1173.87,0,0,30,6
101,2023-10-14,1317.69,0,0,26,4
101,2023-10-15,1182.5,0,0,22,4
101,2023-10-16,1115.3,0,0,20,2
101,2023-10-17,1199.02,0,0,87,7
101,2023-10-18,1300.22,0,0,80,7
101,2023-10-19,1128.74,0,0,76,4
101,2023-10-20,1252.53,0,0,72,4
101,2023-10-21,1248.76,0,0,66,6
101,2023-10-22,1233.53,0,0,59,7
101,2023-10-23,1239.06,0,0,57,2
101,2023-10-24,1287.85,0,0,50,7
101,2023-10-25,1247.84,0,0,44,6
101,2023-10-26,1247.55,0,0,35,9
101,2023-10-27,1208.12,0,0,28,7
101,2023-10-28,1206.11,0,0,20,8
101,2023-10-29,945.68,1,0,70,12
101,2023-10-30,1130.99,0,0,66,4
101,2023-10-31,1121.42,0,0,61,5
101,2023-11-01,1301.9,0,0,55,6
101,2023-11-02,1214.37,0,1,49,6
101,2023-11-03,1123.25,0,0,47,2
101,2023-11-04,1195.66,0,0,45,2
101,2023-11-05,942.38,1,0,23,22
101,2023-11-06,1201.26,0,0,87,4
101,2023-11-07,1129.17,0,0,80,7
101,2023-11-08,1171.57,0,0,74,6
101,2023-11-09,1204.11,0,0,70,4
101,2023-11-10,1269.6,0,0,60,10
101,2023-11-11,1172.9,0,0,57,3
101,2023-11-12,1242.81,0,0,50,7
101,2023-11-13,1297.14,0,0,41,9
101,2023-11-14,1248.74,0,0,34,7
101,2023-11-15,1180.77,0,1,31,3
101,2023-11-16,1115.13,0,0,30,1
101,2023-11-17,1161.64,0,0,28,2
101,2023-11-18,1182.39,0,0,27,1
101,2023-11-19,1054.77,1,0,101,10
101,2023-11-20,1173.56,0,0,94,7
101,2023-11-21,1123.28,0,0,91,3
101,2023-11-22,1134.6,0,0,83,8
101,2023-11-23,1181.64,0,0,79,4
101,2023-11-24,1196.59,0,0,69,10
101,2023-11-25,1263.4,0,0,60,9
101,2023-11-26,1264.12,0,0,59,1
101,2023-11-27,1295.53,0,0,49,10
101,2023-11-28,1115.71,0,0,39,10
101,2023-11-29,1199.32,0,0,37,2
101,2023-11-30,1178.29,0,0,36,1
101,2023-12-01,1166.47,0,0,35,1
101,2023-12-02,1224.81,0,0,29,6
101,2023-12-03,1168.73,0,0,28,1
101,2023-12-04,1135.53,0,0,24,4
101,2023-12-05,1248.83,0,0,23,1
101,2023-12-06,1050.91,1,0,92,22
101,2023-12-07,1301.35,0,0,84,8
101,2023-12-08,1273.78,0,0,81,3
101,2023-12-09,1219.18,0,0,76,5
101,2023-12-10,1193.65,0,0,72,4
101,2023-12-11,1240.67,0,0,68,4
101,2023-12-12,1147.8,0,0,62,6
101,2023-12-13,1276.42,0,0,60,2
101,2023-12-14,1082.65,0,0,56,4
101,2023-12-15,1174.23,0,0,53,3
101,2023-12-16,1267.61,0,0,50,3
101,2023-12-17,1294.48,0,0,49,1
101,2023-12-18,1193.83,0,0,46,3
101,2023-12-19,1104.17,0,0,41,5
101,2023-12-20,1031.76,1,0,26,15
101,2023-12-21,1098.18,0,0,25,1
101,2023-12-22,1259.25,0,0,24,1
101,2023-12-23,1264.11,0,0,106,7
101,2023-12-24,1144.42,0,0,103,3
101,2023-12-25,1147.16,0,1,102,1
101,2023-12-26,995.18,1,0,95,7
101,2023-12-27,1242.67,0,0,91,4
101,2023-12-28,1231.15,0,0,82,9
101,2023-12-29,1091.63,0,0,73,9
101,2023-12-30,1217.81,0,0,59,14
101,2023-12-31,1095.82,0,0,45,14
101,2024-01-01,1291.46,0,1,45,0
101,2024-01-02,1086.55,0,0,35,10
101,2024-01-03,1167.99,0,0,31,4
101,2024-01-04,1179.98,0,0,26,5
101,2024-01-05,1102.29,0,0,112,8
101,2024-01-06,1306.18,0,0,109,3
101,2024-01-07,1302.28,0,0,102,7
101,2024-01-08,1201.0,0,0,101,1
101,2024-01-09,1211.79,0,0,92,9
101,2024-01-10,1006.28,1,0,87,5
101,2024-01-11,1008.13,1,0,65,22
101,2024-01-12,1175.44,0,0,62,3
101,2024-01-13,1231.62,0,0,57,5
101,2024-01-14,1295.33,0,0,48,9
101,2024-01-15,1193.48,0,0,46,2
101,2024-01-16,1158.25,0,0,41,5
101,2024-01-17,1120.68,0,0,36,5
101,2024-01-18,1081.76,0,0,31,5
101,2024-01-19,1297.76,0,0,29,2
101,2024-01-20,1196.37,0,0,22,7
101,2024-01-21,1092.06,0,0,70,8
101,2024-01-22,1097.44,1,0,63,7
101,2024-01-23,1180.74,0,0,56,7
101,2024-01-24,1171.99,0,0,52,4
101,2024-01-25,1250.64,0,0,45,7
101,2024-01-26,1203.38,0,0,43,2
101,2024-01-27,1179.75,0,0,42,1
101,2024-01-28,1136.76,0,0,33,9
101,2024-01-29,1243.02,0,0,26,7
101,2024-01-30,1118.6,0,0,23,3
101,2024-01-31,1249.59,0,0,22,1
101,2024-02-01,1097.1,0,0,97,9
101,2024-02-02,1237.55,0,0,88,9
101,2024-02-03,1246.39,0,0,85,3
101,2024-02-04,1232.47,0,0,81,4
101,2024-02-05,1106.8,0,0,77,4
101,2024-02-06,1161.13,0,0,68,9
101,2024-02-07,1103.94,0,0,60,8
101,2024-02-08,1096.06,1,0,40,20
101,2024-02-09,1233.29,0,0,31,9
101,2024-02-10,1027.12,1,0,24,7
101,2024-02-11,1080.71,0,0,78,7
101,2024-02-12,924.7,1,0,68,10
101,2024-02-13,1184.35,0,0,65,3
101,2024-02-14,1087.37,0,0,63,2
101,2024-02-15,1263.46,0,0,62,1
101,2024-02-16,1145.54,0,0,58,4
101,2024-02-17,1208.83,0,0,57,1
101,2024-02-18,1231.22,0,0,47,10
101,2024-02-19,954.48,1,0,35,12
101,2024-02-20,933.72,1,0,25,10
101,2024-02-21,1106.1,0,0,20,5
101,2024-02-22,1115.04,0,0,109,1
101,2024-02-23,1127.07,0,0,102,7
101,2024-02-24,1140.35,0,0,98,4
101,2024-02-25,1189.71,0,0,97,1
101,2024-02-26,1304.27,0,0,91,6
101,2024-02-27,1107.9,0,0,89,2
101,2024-02-28,1191.92,0,0,81,8
101,2024-02-29,1168.21,0,0,73,8
101,2024-03-01,1315.79,0,0,63,10
101,2024-03-02,1263.59,0,0,59,4
101,2024-03-03,1204.38,0,0,53,6
101,2024-03-04,1127.05,0,0,44,9
101,2024-03-05,1138.55,0,0,41,3
101,2024-03-06,1084.36,0,0,33,8
101,2024-03-07,1176.84,0,0,23,10
101,2024-03-08,1232.67,0,0,91,7
101,2024-03-09,1085.06,0,0,90,1
101,2024-03-10,1099.66,0,0,84,6
101,2024-03-11,1183.22,0,0,78,6
101,2024-03-12,1268.38,0,0,74,4
101,2024-03-13,1043.67,1,0,54,20
101,2024-03-14,1310.99,0,0,50,4
101,2024-03-15,1263.66,0,0,43,7
101,2024-03-16,1281.13,0,0,42,1
101,2024-03-17,1147.33,0,0,33,9
101,2024-03-18,1156.77,0,0,25,8
101,2024-03-19,1245.63,0,0,22,3
101,2024-03-20,1298.61,0,0,87,3
101,2024-03-21,1271.6,0,0,82,5
101,2024-03-22,1273.77,0,0,73,9
101,2024-03-23,1288.98,0,0,66,7
101,2024-03-24,1212.56,0,0,61,5
101,2024-03-25,1155.22,0,0,54,7
101,2024-03-26,1204.31,0,0,45,9
101,2024-03-27,1277.71,0,0,43,2
101,2024-03-28,1306.26,0,0,25,18
101,2024-03-29,1173.9,0,1,25,0
101,2024-03-30,1295.47,0,0,23,2
101,2024-03-31,1292.88,0,0,68,5
101,2024-04-01,1286.56,0,0,64,4
101,2024-04-02,1319.74,0,0,54,10
101,2024-04-03,1293.12,0,0,45,9
101,2024-04-04,1288.63,0,0,43,2
101,2024-04-05,1259.64,0,0,37,6
101,2024-04-06,1275.35,0,0,32,5
101,2024-04-07,1215.69,0,0,28,4
101,2024-04-08,1088.58,0,0,21,7
101,2024-04-09,1083.6,0,0,102,4
101,2024-04-10,1289.32,0,0,96,6
101,2024-04-11,1190.1,0,0,91,5
101,2024-04-12,1193.31,0,0,81,10
101,2024-04-13,1280.74,0,0,80,1
101,2024-04-14,1140.28,0,0,71,9
101,2024-04-15,1209.31,0,0,65,6
101,2024-04-16,1105.37,0,0,59,6
101,2024-04-17,1266.41,0,0,49,10
101,2024-04-18,1148.92,0,0,47,2
101,2024-04-19,1142.6,0,0,40,7
101,2024-04-20,1125.23,0,0,39,1
101,2024-04-21,1238.26,0,1,31,8
101,2024-04-22,1207.22,0,0,25,6
101,2024-04-23,1280.46,0,0,92,7
101,2024-04-24,1150.01,0,0,88,4
101,2024-04-25,1090.95,0,0,81,7
101,2024-04-26,1218.42,0,0,76,5
101,2024-04-27,1147.09,0,0,73,3
101,2024-04-28,1118.2,0,0,64,9
101,2024-04-29,1144.61,0,0,60,4
101,2024-04-30,1310.17,0,0,53,7
101,2024-05-01,1307.73,0,1,52,1
101,2024-05-02,1220.31,0,0,48,4
101,2024-05-03,1242.95,0,0,47,1
101,2024-05-04,1175.65,0,0,37,10
101,2024-05-05,1267.78,0,0,27,10
101,2024-05-06,1050.67,1,0,68,17
101,2024-05-07,1177.23,0,0,60,8
101,2024-05-08,1263.54,0,0,57,3
101,2024-05-09,1227.58,0,0,55,2
101,2024-05-10,923.47,1,0,40,15
101,2024-05-11,1180.08,0,0,38,2
101,2024-05-12,1021.68,1,0,95,22
101,2024-05-13,1298.18,0,0,92,3
101,2024-05-14,1090.36,0,0,83,9
101,2024-05-15,1298.61,0,0,78,5
101,2024-05-16,960.7,1,0,66,12
101,2024-05-17,1222.51,0,0,57,9
101,2024-05-18,1174.48,0,0,55,2
101,2024-05-19,1175.3,0,0,54,1
101,2024-05-20,1313.11,0,0,49,5
101,2024-05-21,1264.81,0,0,44,5
101,2024-05-22,1182.03,0,0,34,10
101,2024-05-23,1293.39,0,0,24,10
101,2024-05-24,1140.89,0,0,23,1
101,2024-05-25,1153.3,0,0,79,4
101,2024-05-26,1205.24,0,0,78,1
101,2024-05-27,1159.45,0,0,70,8
101,2024-05-28,1245.13,0,0,61,9
101,2024-05-29,1250.96,0,0,60,1
101,2024-05-30,1285.61,0,0,52,8
101,2024-05-31,1087.38,0,0,45,7
101,2024-06-01,1296.63,0,0,40,5
101,2024-06-02,1093.06,0,0,35,5
101,2024-06-03,1283.96,0,0,29,6
101,2024-06-04,1145.57,0,0,20,9
101,2024-06-05,1252.12,0,0,94,10
101,2024-06-06,957.38,1,0,79,15
101,2024-06-07,1272.41,0,0,74,5
101,2024-06-08,1317.37,0,0,70,4
101,2024-06-09,1248.29,0,0,65,5
101,2024-06-10,1144.45,0,0,55,10
101,2024-06-11,1112.51,0,0,45,10
101,2024-06-12,1042.99,1,0,30,15
101,2024-06-13,1089.05,0,0,22,8
101,2024-06-14,1113.58,0,0,103,10
101,2024-06-15,1218.14,0,0,102,1
101,2024-06-16,1126.02,0,0,97,5
101,2024-06-17,1302.98,0,0,95,2
101,2024-06-18,1145.07,0,0,88,7
101,2024-06-19,1233.23,0,0,85,3
101,2024-06-20,1218.63,0,0,80,5
101,2024-06-21,1095.03,0,0,78,2
101,2024-06-22,1220.68,0,0,68,10
101,2024-06-23,1144.19,0,0,65,3
101,2024-06-24,1207.86,0,0,55,10
101,2024-06-25,1296.07,0,0,53,2
101,2024-06-26,1211.23,0,0,47,6
101,2024-06-27,1216.82,0,0,43,4
101,2024-06-28,1035.09,1,0,94,25
101,2024-06-29,1257.67,0,0,87,7
101,2024-06-30,1154.13,0,0,78,9
101,2024-07-01,979.31,1,0,58,20
101,2024-07-02,1266.54,0,0,57,1
101,2024-07-03,1270.02,0,0,48,9
101,2024-07-04,1240.7,0,0,45,3
101,2024-07-05,1119.42,0,0,41,4
101,2024-07-06,1217.76,0,0,37,4
101,2024-07-07,1190.45,0,0,28,9
101,2024-07-08,1116.09,0,0,92,10
101,2024-07-09,1054.06,1,0,90,2
101,2024-07-10,1159.16,0,0,84,6
101,2024-07-11,1291.58,0,0,83,1
101,2024-07-12,1156.07,0,0,77,6
101,2024-07-13,1296.46,0,0,67,10
101,2024-07-14,1108.43,1,0,52,15
101,2024-07-15,1185.89,0,0,43,9
101,2024-07-16,1234.11,0,0,40,3
101,2024-07-17,1260.25,0,0,33,7
101,2024-07-18,1120.52,1,0,81,17
101,2024-07-19,1153.14,0,0,72,9
101,2024-07-20,1313.41,0,0,65,7
101,2024-07-21,1103.4,1,0,45,20
101,2024-07-22,1100.9,0,0,39,6
101,2024-07-23,1191.31,0,0,31,8
101,2024-07-24,1295.76,0,0,30,1
101,2024-07-25,1228.78,0,0,23,7
101,2024-07-26,1196.74,0,0,104,9
101,2024-07-27,1127.49,0,0,95,9
101,2024-07-28,1226.02,0,0,88,7
101,2024-07-29,1106.75,0,0,80,8
101,2024-07-30,1150.42,0,0,74,6
101,2024-07-31,1133.56,0,0,65,9
101,2024-08-01,1306.17,0,0,61,4
101,2024-08-02,1175.15,0,0,58,3
101,2024-08-03,1044.09,1,0,36,22
101,2024-08-04,1233.93,0,0,32,4
101,2024-08-05,1145.63,0,0,29,3
101,2024-08-06,1257.77,0,0,73,10
101,2024-08-07,1209.72,0,0,72,1
101,2024-08-08,1134.04,0,0,71,1
101,2024-08-09,1187.11,0,0,66,5
101,2024-08-10,1269.16,0,0,65,1
101,2024-08-11,1194.87,0,0,56,9
101,2024-08-12,1278.81,0,0,49,7
101,2024-08-13,1154.24,0,0,42,7
101,2024-08-14,1274.92,0,0,40,2
101,2024-08-15,1243.7,0,0,35,5
101,2024-08-16,1177.07,0,0,32,3
101,2024-08-17,1288.15,0,0,22,10
101,2024-08-18,1117.41,0,0,20,2
101,2024-08-19,1304.96,0,0,93,9
101,2024-08-20,1093.63,0,0,92,1
101,2024-08-21,1233.59,0,0,82,10
101,2024-08-22,1253.21,0,0,78,4
101,2024-08-23,1100.54,0,0,76,2
101,2024-08-24,1141.81,0,0,71,5
101,2024-08-25,1154.1,0,0,65,6
101,2024-08-26,923.32,1,0,63,2
101,2024-08-27,1117.07,1,0,61,2
101,2024-08-28,1249.93,0,0,51,10
101,2024-08-29,1075.4,1,0,44,7
101,2024-08-30,1182.27,0,0,37,7
101,2024-08-31,1197.94,0,0,30,7
101,2024-09-01,1242.8,0,0,28,2
101,2024-09-02,1258.31,0,0,25,3
101,2024-09-03,1287.29,0,0,22,3
101,2024-09-04,1187.22,0,0,67,8
101,2024-09-05,1146.78,0,0,57,10
101,2024-09-06,1204.08,0,0,50,7
101,2024-09-07,925.97,1,1,45,5
101,2024-09-08,1142.18,0,0,39,6
101,2024-09-09,1279.89,0,0,31,8
101,2024-09-10,1260.23,0,0,21,10
101,2024-09-11,1260.69,0,0,93,9
101,2024-09-12,1318.57,0,0,92,1
101,2024-09-13,1110.43,0,0,83,9
101,2024-09-14,1105.93,0,0,73,10
101,2024-09-15,1104.59,0,0,64,9
101,2024-09-16,1292.2,0,0,56,8
101,2024-09-17,1102.32,0,0,46,10
101,2024-09-18,977.11,1,0,44,2
101,2024-09-19,1296.5,0,0,36,8
101,2024-09-20,1273.89,0,0,34,2
101,2024-09-21,1178.86,0,0,28,6
